date,station_id,fuel_type,price_per_litre,volume_sold_litres,rainfall_mm,temperature_c,day_of_week,holiday,competitor_price
2024-07-30,102,Diesel,165.66,4082,0.0,25.0,Tuesday,No,166.27
2024-07-31,102,Diesel,165.54,4957,5.07,31.6,Wednesday,No,163.5
2024-08-01,102,Diesel,167.13,4577,1.14,28.9,Thursday,No,165.01
2024-08-02,102,Diesel,166.58,4327,1.75,26.6,Friday,No,166.15
2024-08-03,102,Diesel,164.15,4523,2.85,29.2,Saturday,No,164.89
2024-08-04,102,Diesel,164.88,4128,4.97,28.1,Sunday,No,165.34
2024-08-05,102,Diesel,163.5,4154,0.46,25.6,Monday,No,160.69
2024-08-06,102,Diesel,163.24,4298,0.49,34.3,Tuesday,No,161.85
2024-08-07,102,Diesel,165.66,4359,3.77,32.0,Wednesday,No,165.61
2024-08-08,102,Diesel,166.88,4599,3.68,29.1,Thursday,No,167.04
2024-08-09,102,Diesel,164.33,4309,9.03,26.9,Friday,No,165.75
2024-08-10,102,Diesel,163.0,4549,8.52,25.9,Saturday,No,161.46
2024-08-11,102,Diesel,163.05,3925,3.22,28.2,Sunday,No,162.56
2024-08-12,102,Diesel,164.15,4649,2.1,27.9,Monday,No,164.95
2024-08-13,102,Diesel,164.38,4508,0.63,26.8,Tuesday,No,165.05
2024-08-14,102,Diesel,163.52,4490,0.47,29.6,Wednesday,No,161.76
2024-08-15,102,Diesel,166.46,5268,1.66,28.9,Thursday,No,167.41
2024-08-16,102,Diesel,162.38,4685,5.13,28.9,Friday,No,163.96
2024-08-17,102,Diesel,164.13,4405,0.0,27.5,Saturday,No,165.94
2024-08-18,102,Diesel,163.29,4805,6.24,29.7,Sunday,No,163.17
2024-08-19,102,Diesel,166.11,4493,0.31,24.9,Monday,No,166.89
2024-08-20,102,Diesel,163.23,4509,3.22,31.7,Tuesday,No,162.9
2024-08-21,102,Diesel,165.83,4928,7.31,29.0,Wednesday,No,164.04
2024-08-22,102,Diesel,165.86,4233,0.0,30.0,Thursday,No,164.37
2024-08-23,102,Diesel,164.47,4619,4.74,24.0,Friday,No,164.06
2024-08-24,102,Diesel,160.77,4116,0.83,26.9,Saturday,No,160.32
2024-08-25,102,Diesel,165.09,4354,0.0,34.1,Sunday,Yes,165.1
2024-08-26,102,Diesel,163.82,4384,0.0,29.5,Monday,No,164.08
2024-08-27,102,Diesel,166.96,4541,0.27,22.6,Tuesday,No,166.61
2024-08-28,102,Diesel,166.34,4283,5.51,32.0,Wednesday,Yes,165.94
2024-08-29,102,Diesel,165.83,4168,2.83,22.5,Thursday,No,167.51
2024-08-30,102,Diesel,168.47,3981,2.0,26.7,Friday,No,167.26
2024-08-31,102,Diesel,168.31,4281,1.24,25.9,Saturday,Yes,165.56
2024-09-01,102,Diesel,167.58,4480,3.3,26.0,Sunday,No,166.6
2024-09-02,102,Diesel,166.09,4044,4.04,30.9,Monday,No,166.29
2024-09-03,102,Diesel,164.49,4863,5.13,27.5,Tuesday,No,163.41
2024-09-04,102,Diesel,165.53,4410,1.74,27.4,Wednesday,No,164.88
2024-09-05,102,Diesel,163.46,5385,0.0,28.3,Thursday,No,163.55
2024-09-06,102,Diesel,163.76,5028,0.0,26.1,Friday,No,162.46
2024-09-07,102,Diesel,164.81,4031,0.0,24.9,Saturday,No,164.69
2024-09-08,102,Diesel,166.4,4973,2.76,32.5,Sunday,No,165.8
2024-09-09,102,Diesel,167.51,4651,0.0,29.4,Monday,No,168.18
2024-09-10,102,Diesel,161.55,4553,3.81,25.0,Tuesday,No,160.08
2024-09-11,102,Diesel,163.68,4386,0.0,25.7,Wednesday,No,163.14
2024-09-12,102,Diesel,163.43,4917,1.29,25.2,Thursday,No,162.71
2024-09-13,102,Diesel,165.26,5168,0.0,29.3,Friday,No,164.88
2024-09-14,102,Diesel,165.43,5113,0.0,27.6,Saturday,No,164.12
2024-09-15,102,Diesel,162.68,4672,1.0,25.4,Sunday,No,161.38
2024-09-16,102,Diesel,165.49,4885,0.0,28.3,Monday,No,165.82
2024-09-17,102,Diesel,166.86,4940,0.78,29.3,Tuesday,No,167.14
2024-09-18,102,Diesel,164.1,4608,5.58,35.9,Wednesday,No,163.2
2024-09-19,102,Diesel,167.24,4684,0.14,30.6,Thursday,No,165.69
2024-09-20,102,Diesel,165.62,4820,0.0,27.7,Friday,No,166.87
2024-09-21,102,Diesel,164.11,4798,0.08,23.9,Saturday,No,165.13
2024-09-22,102,Diesel,166.89,4872,5.91,31.8,Sunday,No,165.82
2024-09-23,102,Diesel,165.56,4712,0.0,28.9,Monday,No,166.2
2024-09-24,102,Diesel,164.0,4587,4.94,30.5,Tuesday,No,163.18
2024-09-25,102,Diesel,164.86,4251,0.0,20.9,Wednesday,No,162.98
2024-09-26,102,Diesel,165.91,4882,0.0,27.5,Thursday,No,165.17
2024-09-27,102,Diesel,164.41,4712,0.0,33.0,Friday,No,163.42
2024-09-28,102,Diesel,164.85,4503,0.0,31.7,Saturday,No,165.89
2024-09-29,102,Diesel,165.26,4360,3.53,32.5,Sunday,No,162.82
2024-09-30,102,Diesel,165.4,4915,0.0,29.3,Monday,Yes,164.01
2024-10-01,102,Diesel,165.74,4745,3.09,28.5,Tuesday,No,165.67
2024-10-02,102,Diesel,161.7,4460,0.39,24.7,Wednesday,No,160.49
2024-10-03,102,Diesel,163.93,5070,3.66,30.4,Thursday,No,164.9
2024-10-04,102,Diesel,163.45,5923,0.0,31.7,Friday,No,162.67
2024-10-05,102,Diesel,163.36,5212,3.46,21.4,Saturday,No,164.67
2024-10-06,102,Diesel,164.88,4739,3.38,31.4,Sunday,No,162.38
2024-10-07,102,Diesel,163.95,4447,0.0,29.3,Monday,No,164.5
2024-10-08,102,Diesel,164.4,4555,0.0,28.9,Tuesday,No,164.54
2024-10-09,102,Diesel,165.91,4324,0.0,30.7,Wednesday,Yes,163.63
2024-10-10,102,Diesel,164.98,4667,0.0,27.9,Thursday,No,164.24
2024-10-11,102,Diesel,165.49,4502,2.2,33.6,Friday,No,164.48
2024-10-12,102,Diesel,165.0,4182,7.24,23.9,Saturday,No,163.07
2024-10-13,102,Diesel,163.32,5323,2.52,25.0,Sunday,No,160.69
2024-10-14,102,Diesel,162.98,4805,3.16,29.9,Monday,No,161.36
2024-10-15,102,Diesel,164.41,5106,2.57,28.9,Tuesday,No,165.5
2024-10-16,102,Diesel,164.08,4737,4.5,30.5,Wednesday,No,165.62
2024-10-17,102,Diesel,164.88,4601,5.94,22.0,Thursday,No,164.17
2024-10-18,102,Diesel,167.83,5149,0.0,27.6,Friday,Yes,164.84
2024-10-19,102,Diesel,165.31,4461,6.26,28.1,Saturday,No,167.05
2024-10-20,102,Diesel,167.2,4749,1.75,28.7,Sunday,No,166.53
2024-10-21,102,Diesel,166.06,5121,0.97,24.6,Monday,No,165.63
2024-10-22,102,Diesel,162.47,5231,5.57,25.6,Tuesday,No,161.98
2024-10-23,102,Diesel,163.58,5278,0.0,25.7,Wednesday,No,162.88
2024-10-24,102,Diesel,164.31,4840,7.37,31.5,Thursday,No,163.93
2024-10-25,102,Diesel,165.51,4057,3.14,29.1,Friday,No,163.78
2024-10-26,102,Diesel,169.06,4198,2.76,30.3,Saturday,No,169.31
2024-10-27,102,Diesel,163.03,5299,0.0,32.7,Sunday,Yes,161.69
2024-10-28,102,Diesel,163.41,5171,0.25,29.7,Monday,No,163.59
2024-10-29,102,Diesel,165.98,4893,0.0,24.6,Tuesday,No,167.21
2024-10-30,102,Diesel,165.15,4387,0.0,25.5,Wednesday,No,164.88
2024-10-31,102,Diesel,164.97,4335,0.0,26.1,Thursday,No,164.65
2024-11-01,102,Diesel,162.82,4788,2.99,34.0,Friday,No,162.03
2024-11-02,102,Diesel,165.24,4826,5.81,33.6,Saturday,No,164.99
2024-11-03,102,Diesel,166.02,4575,3.9,28.8,Sunday,No,165.66
2024-11-04,102,Diesel,163.64,4980,1.65,23.5,Monday,No,163.53
2024-11-05,102,Diesel,166.02,5020,4.92,28.9,Tuesday,No,165.16
2024-11-06,102,Diesel,164.99,5248,5.47,31.4,Wednesday,Yes,164.8
2024-11-07,102,Diesel,164.27,4980,3.12,29.0,Thursday,No,163.0
2024-11-08,102,Diesel,163.96,5541,4.32,27.0,Friday,No,165.14
2024-11-09,102,Diesel,166.68,4714,6.12,25.7,Saturday,No,166.22
2024-11-10,102,Diesel,164.23,4820,3.93,29.6,Sunday,No,162.4
2024-11-11,102,Diesel,164.95,5506,4.69,24.8,Monday,No,163.99
2024-11-12,102,Diesel,164.78,4744,0.0,23.1,Tuesday,No,165.3
2024-11-13,102,Diesel,163.39,4530,0.94,29.3,Wednesday,No,162.43
2024-11-14,102,Diesel,163.55,4630,0.87,26.1,Thursday,No,163.92
2024-11-15,102,Diesel,164.14,4755,2.65,28.1,Friday,No,163.14
2024-11-16,102,Diesel,165.4,5105,1.29,31.1,Saturday,No,165.0
2024-11-17,102,Diesel,166.66,5169,6.06,28.6,Sunday,No,165.87
2024-11-18,102,Diesel,166.52,4134,2.74,27.8,Monday,No,164.52
2024-11-19,102,Diesel,164.73,4892,4.45,27.1,Tuesday,No,164.34
2024-11-20,102,Diesel,162.98,4853,2.12,28.9,Wednesday,No,163.8
2024-11-21,102,Diesel,165.59,4354,0.0,27.6,Thursday,No,164.76
2024-11-22,102,Diesel,164.75,4583,3.41,28.8,Friday,No,163.12
2024-11-23,102,Diesel,164.18,4504,1.67,31.7,Saturday,No,164.67
2024-11-24,102,Diesel,164.48,4875,3.66,27.1,Sunday,No,165.38
2024-11-25,102,Diesel,161.81,4341,3.18,30.9,Monday,No,161.02
2024-11-26,102,Diesel,165.14,5028,1.53,22.9,Tuesday,No,163.58
2024-11-27,102,Diesel,167.58,5042,3.53,31.6,Wednesday,No,166.13
2024-11-28,102,Diesel,163.57,4364,4.79,28.7,Thursday,No,163.09
2024-11-29,102,Diesel,163.39,5144,0.0,26.7,Friday,No,163.68
2024-11-30,102,Diesel,165.49,4720,2.94,32.3,Saturday,No,165.33
2024-12-01,102,Diesel,165.52,4673,1.58,25.2,Sunday,No,165.33
2024-12-02,102,Diesel,164.08,4801,4.32,22.6,Monday,No,164.49
2024-12-03,102,Diesel,167.0,5461,2.04,28.3,Tuesday,No,167.21
2024-12-04,102,Diesel,164.23,5126,0.2,31.5,Wednesday,No,163.69
2024-12-05,102,Diesel,164.44,5363,4.35,28.5,Thursday,No,162.66
2024-12-06,102,Diesel,163.65,5220,2.94,34.5,Friday,No,163.03
2024-12-07,102,Diesel,164.76,4906,5.09,29.7,Saturday,No,162.55
2024-12-08,102,Diesel,164.93,6124,0.63,31.2,Sunday,No,164.94
2024-12-09,102,Diesel,165.27,5463,0.0,29.2,Monday,No,164.63
2024-12-10,102,Diesel,167.08,4731,0.0,26.6,Tuesday,No,166.54
2024-12-11,102,Diesel,164.52,5651,0.0,28.9,Wednesday,No,161.8
2024-12-12,102,Diesel,165.2,5208,0.38,30.7,Thursday,No,165.0
2024-12-13,102,Diesel,162.69,5277,2.71,23.3,Friday,No,161.3
2024-12-14,102,Diesel,165.25,6032,3.59,29.7,Saturday,No,163.82
2024-12-15,102,Diesel,166.53,5257,7.11,25.3,Sunday,No,165.08
2024-12-16,102,Diesel,164.71,5090,0.0,30.1,Monday,No,164.96
2024-12-17,102,Diesel,163.56,4977,2.2,28.3,Tuesday,No,163.28
2024-12-18,102,Diesel,165.32,5926,0.0,28.3,Wednesday,No,165.48
2024-12-19,102,Diesel,163.06,5422,2.61,30.7,Thursday,No,163.18
2024-12-20,102,Diesel,164.62,5212,0.06,30.4,Friday,No,163.92
2024-12-21,102,Diesel,165.54,5293,4.83,24.7,Saturday,No,165.89
2024-12-22,102,Diesel,165.62,5069,3.59,25.4,Sunday,No,163.95
2024-12-23,102,Diesel,165.27,4355,0.0,27.9,Monday,No,165.3
2024-12-24,102,Diesel,166.68,4908,4.21,31.0,Tuesday,No,167.08
2024-12-25,102,Diesel,165.85,5528,2.7,26.9,Wednesday,No,166.22
2024-12-26,102,Diesel,165.14,4866,3.3,29.6,Thursday,No,165.73
2024-12-27,102,Diesel,166.76,4944,0.0,25.9,Friday,Yes,163.06
2024-12-28,102,Diesel,164.74,4799,1.08,29.4,Saturday,No,163.44
2024-12-29,102,Diesel,164.75,5432,5.35,30.4,Sunday,No,163.37
2024-12-30,102,Diesel,163.19,4601,1.94,26.2,Monday,No,162.42
2024-12-31,102,Diesel,166.88,4792,5.09,30.6,Tuesday,No,166.81
2024-01-01,102,Kerosene,150.41,2067,9.68,28.0,Monday,No,149.81
2024-01-02,102,Kerosene,149.91,1961,0.0,26.9,Tuesday,No,151.73
2024-01-03,102,Kerosene,154.8,1906,3.27,29.8,Wednesday,No,153.99
2024-01-04,102,Kerosene,149.44,2319,3.49,28.6,Thursday,No,150.72
2024-01-05,102,Kerosene,152.25,1991,5.37,26.2,Friday,No,150.21
2024-01-06,102,Kerosene,149.19,1760,1.93,31.4,Saturday,No,149.28
2024-01-07,102,Kerosene,150.61,1712,1.62,27.3,Sunday,No,149.49
2024-01-08,102,Kerosene,153.99,1772,2.84,23.7,Monday,No,153.09
2024-01-09,102,Kerosene,149.13,1771,0.09,28.6,Tuesday,No,149.05
2024-01-10,102,Kerosene,151.76,1922,0.0,33.1,Wednesday,No,151.6
2024-01-11,102,Kerosene,149.96,2329,4.02,23.7,Thursday,No,148.63
2024-01-12,102,Kerosene,149.76,1859,5.64,25.9,Friday,No,150.34
2024-01-13,102,Kerosene,149.11,2256,0.0,24.8,Saturday,No,147.47
2024-01-14,102,Kerosene,148.63,1186,4.83,28.3,Sunday,No,148.2
2024-01-15,102,Kerosene,148.88,2384,3.83,27.8,Monday,No,149.24
2024-01-16,102,Kerosene,149.45,2117,7.48,31.2,Tuesday,Yes,148.89
2024-01-17,102,Kerosene,147.9,2275,2.24,31.6,Wednesday,No,147.83
2024-01-18,102,Kerosene,151.29,1728,0.88,23.4,Thursday,No,150.51
2024-01-19,102,Kerosene,153.57,2350,1.78,33.4,Friday,No,153.41
2024-01-20,102,Kerosene,149.83,2275,0.0,26.2,Saturday,No,149.69
2024-01-21,102,Kerosene,152.29,1961,0.59,31.3,Sunday,No,153.18
2024-01-22,102,Kerosene,150.55,1745,0.0,28.8,Monday,No,151.85
2024-01-23,102,Kerosene,147.24,2047,7.32,29.5,Tuesday,No,147.29
2024-01-24,102,Kerosene,149.96,2768,3.03,35.5,Wednesday,No,147.68
2024-01-25,102,Kerosene,149.85,2890,0.0,29.5,Thursday,No,148.6
2024-01-26,102,Kerosene,149.23,1789,0.0,27.4,Friday,No,150.78
2024-01-27,102,Kerosene,148.32,1509,0.41,26.6,Saturday,No,148.93
2024-01-28,102,Kerosene,149.13,1803,8.2,28.7,Sunday,No,148.03
2024-01-29,102,Kerosene,150.37,2259,0.0,25.6,Monday,No,149.65
2024-01-30,102,Kerosene,148.43,1748,0.0,26.9,Tuesday,No,148.6
2024-01-31,102,Kerosene,148.35,1470,4.66,27.0,Wednesday,No,148.69
2024-02-01,102,Kerosene,149.63,1973,3.74,30.2,Thursday,No,149.71
2024-02-02,102,Kerosene,151.19,935,3.62,30.8,Friday,No,149.55
2024-02-03,102,Kerosene,148.83,1884,3.4,33.1,Saturday,No,147.08
2024-02-04,102,Kerosene,147.63,1965,1.5,24.9,Sunday,No,147.3
2024-02-05,102,Kerosene,150.13,2178,2.15,24.1,Monday,No,151.51
2024-02-06,102,Kerosene,151.22,1924,0.0,25.9,Tuesday,No,150.74
2024-02-07,102,Kerosene,148.79,1779,2.9,31.8,Wednesday,No,148.35
2024-02-08,102,Kerosene,149.44,2333,0.0,30.8,Thursday,No,148.96
2024-02-09,102,Kerosene,153.15,1934,2.41,32.1,Friday,No,152.38
2024-02-10,102,Kerosene,151.49,1230,2.27,33.1,Saturday,No,151.1
2024-02-11,102,Kerosene,149.15,1540,1.41,25.2,Sunday,No,150.29
2024-02-12,102,Kerosene,148.84,1736,5.38,26.2,Monday,No,149.44
2024-02-13,102,Kerosene,149.09,1774,3.58,29.0,Tuesday,No,148.33
2024-02-14,102,Kerosene,148.19,2120,6.35,32.9,Wednesday,No,148.02
2024-02-15,102,Kerosene,149.3,2422,4.75,29.8,Thursday,No,149.42
2024-02-16,102,Kerosene,147.6,2424,0.74,27.5,Friday,No,146.63
2024-02-17,102,Kerosene,152.04,1996,1.29,21.7,Saturday,No,152.42
2024-02-18,102,Kerosene,149.31,2745,2.32,28.9,Sunday,No,148.34
2024-02-19,102,Kerosene,151.62,2695,1.76,24.7,Monday,No,151.26
2024-02-20,102,Kerosene,150.02,1705,1.1,28.9,Tuesday,No,148.8
2024-02-21,102,Kerosene,151.36,2140,0.0,28.0,Wednesday,No,152.74
2024-02-22,102,Kerosene,148.7,1600,0.0,30.0,Thursday,No,150.0
2024-02-23,102,Kerosene,150.69,1913,7.85,30.5,Friday,No,149.48
2024-02-24,102,Kerosene,150.41,2266,5.2,32.6,Saturday,Yes,149.59
2024-02-25,102,Kerosene,148.9,1907,4.54,32.5,Sunday,No,148.77
2024-02-26,102,Kerosene,149.79,1799,4.56,28.8,Monday,No,148.82
2024-02-27,102,Kerosene,150.66,1908,3.91,37.3,Tuesday,No,149.46
2024-02-28,102,Kerosene,151.82,2238,1.63,30.7,Wednesday,No,150.54
2024-02-29,102,Kerosene,150.37,1876,4.01,27.1,Thursday,No,150.54
2024-03-01,102,Kerosene,151.95,2087,3.31,27.3,Friday,No,151.59
2024-03-02,102,Kerosene,150.15,1959,5.66,24.8,Saturday,No,150.04
2024-03-03,102,Kerosene,148.67,2064,0.0,25.9,Sunday,No,147.75
2024-03-04,102,Kerosene,151.03,2094,5.88,30.0,Monday,No,150.46
2024-03-05,102,Kerosene,149.18,2446,8.73,33.6,Tuesday,No,148.38
2024-03-06,102,Kerosene,150.91,2338,0.0,26.8,Wednesday,No,149.2
2024-03-07,102,Kerosene,150.19,1970,0.0,27.5,Thursday,No,149.03
2024-03-08,102,Kerosene,150.69,2183,3.61,26.5,Friday,No,149.83
2024-03-09,102,Kerosene,150.4,2570,1.84,29.4,Saturday,No,148.97
2024-03-10,102,Kerosene,150.0,1566,6.21,27.8,Sunday,No,149.2
2024-03-11,102,Kerosene,151.0,2213,3.39,35.0,Monday,No,149.52
2024-03-12,102,Kerosene,151.59,1571,2.93,31.8,Tuesday,Yes,150.81
2024-03-13,102,Kerosene,150.52,2720,3.12,29.9,Wednesday,No,149.73
2024-03-14,102,Kerosene,150.62,1709,2.57,27.7,Thursday,No,149.53
2024-03-15,102,Kerosene,149.36,2139,2.71,30.1,Friday,No,148.62
2024-03-16,102,Kerosene,149.67,2011,4.82,30.6,Saturday,No,150.53
2024-03-17,102,Kerosene,149.35,2131,5.12,30.7,Sunday,No,148.62
2024-03-18,102,Kerosene,151.43,2024,0.76,28.2,Monday,No,153.57
2024-03-19,102,Kerosene,152.12,1812,4.56,30.8,Tuesday,No,152.05
2024-03-20,102,Kerosene,150.22,1930,0.0,27.6,Wednesday,No,149.2
2024-03-21,102,Kerosene,150.28,1751,1.96,31.2,Thursday,No,148.88
2024-03-22,102,Kerosene,149.6,1646,3.99,26.0,Friday,No,148.68
2024-03-23,102,Kerosene,152.51,2611,4.07,27.9,Saturday,No,149.57
2024-03-24,102,Kerosene,152.86,1335,4.4,31.5,Sunday,No,152.12
2024-03-25,102,Kerosene,149.33,1923,2.76,28.2,Monday,No,149.48
2024-03-26,102,Kerosene,150.12,2196,0.0,20.1,Tuesday,No,150.05
2024-03-27,102,Kerosene,149.41,2435,0.0,26.1,Wednesday,No,147.03
2024-03-28,102,Kerosene,148.74,2004,2.36,33.0,Thursday,No,147.76
2024-03-29,102,Kerosene,149.75,1494,0.1,29.0,Friday,Yes,149.44
2024-03-30,102,Kerosene,149.09,2368,3.14,29.0,Saturday,No,149.61
2024-03-31,102,Kerosene,149.61,2058,0.0,27.1,Sunday,No,149.18
2024-04-01,102,Kerosene,148.2,2050,2.26,31.7,Monday,Yes,147.79
2024-04-02,102,Kerosene,151.16,2066,0.0,29.4,Tuesday,No,150.09
2024-04-03,102,Kerosene,150.99,2014,0.0,30.7,Wednesday,No,150.82
2024-04-04,102,Kerosene,151.69,2315,1.43,25.8,Thursday,No,152.59
2024-04-05,102,Kerosene,150.25,2329,3.93,26.7,Friday,No,148.2
2024-04-06,102,Kerosene,149.47,2663,6.86,30.6,Saturday,No,149.41
2024-04-07,102,Kerosene,148.94,1992,3.55,27.1,Sunday,No,148.28
2024-04-08,102,Kerosene,149.35,2787,0.89,24.0,Monday,No,147.63
2024-04-09,102,Kerosene,149.56,2035,3.45,32.6,Tuesday,No,148.6
2024-04-10,102,Kerosene,148.76,2338,4.43,25.2,Wednesday,No,150.35
2024-04-11,102,Kerosene,149.81,2121,2.58,26.2,Thursday,No,150.93
2024-04-12,102,Kerosene,150.19,2960,2.67,29.8,Friday,No,147.87
2024-04-13,102,Kerosene,149.2,2405,0.0,27.7,Saturday,No,148.83
2024-04-14,102,Kerosene,152.33,1747,2.39,32.6,Sunday,Yes,152.41
2024-04-15,102,Kerosene,148.65,2703,0.26,24.7,Monday,No,147.97
2024-04-16,102,Kerosene,149.45,2721,3.04,27.8,Tuesday,No,148.93
2024-04-17,102,Kerosene,149.67,2094,0.0,30.3,Wednesday,No,150.08
2024-04-18,102,Kerosene,150.14,1854,0.0,27.8,Thursday,No,148.76
2024-04-19,102,Kerosene,148.58,2110,0.54,28.5,Friday,No,148.35
2024-04-20,102,Kerosene,152.09,3288,4.34,24.3,Saturday,Yes,151.03
2024-04-21,102,Kerosene,149.37,2143,0.0,22.8,Sunday,No,149.12
2024-04-22,102,Kerosene,145.34,1647,3.02,29.5,Monday,No,143.83
2024-04-23,102,Kerosene,148.86,2582,2.1,25.7,Tuesday,No,149.39
2024-04-24,102,Kerosene,151.83,2018,0.0,30.6,Wednesday,Yes,150.4
2024-04-25,102,Kerosene,149.07,2814,0.48,24.6,Thursday,Yes,148.92
2024-04-26,102,Kerosene,151.4,1812,0.0,24.6,Friday,No,151.68
2024-04-27,102,Kerosene,151.28,2164,2.17,30.0,Saturday,Yes,151.21
2024-04-28,102,Kerosene,148.62,2283,5.19,33.6,Sunday,Yes,149.54
2024-04-29,102,Kerosene,148.06,2154,0.0,26.8,Monday,No,145.6
2024-04-30,102,Kerosene,150.55,2532,0.0,31.7,Tuesday,No,151.25
2024-05-01,102,Kerosene,150.29,1710,0.0,26.2,Wednesday,No,149.24
2024-05-02,102,Kerosene,149.58,3038,0.54,26.0,Thursday,No,148.94
2024-05-03,102,Kerosene,150.6,2218,6.42,24.7,Friday,No,150.78
2024-05-04,102,Kerosene,149.84,2236,8.19,27.9,Saturday,No,150.86
2024-05-05,102,Kerosene,149.2,1717,0.73,23.4,Sunday,No,149.19
2024-05-06,102,Kerosene,150.64,1897,7.68,25.2,Monday,No,150.3
2024-05-07,102,Kerosene,149.17,2127,2.5,30.7,Tuesday,No,147.35
2024-05-08,102,Kerosene,152.19,2002,3.63,28.8,Wednesday,No,151.39
2024-05-09,102,Kerosene,149.74,2141,0.0,25.6,Thursday,No,149.47
2024-05-10,102,Kerosene,151.22,1808,2.04,29.6,Friday,No,149.55
2024-05-11,102,Kerosene,149.07,1129,0.0,27.5,Saturday,No,151.27
2024-05-12,102,Kerosene,150.08,1699,0.0,30.7,Sunday,No,149.18
2024-05-13,102,Kerosene,151.62,2291,0.55,23.8,Monday,Yes,150.92
2024-05-14,102,Kerosene,150.35,1999,0.16,25.3,Tuesday,No,149.04
2024-05-15,102,Kerosene,151.29,1551,0.0,30.8,Wednesday,No,149.45
2024-05-16,102,Kerosene,149.2,1977,0.0,24.5,Thursday,No,149.37
2024-05-17,102,Kerosene,148.4,2165,4.31,29.2,Friday,No,148.88
2024-05-18,102,Kerosene,151.55,1557,0.0,27.7,Saturday,No,151.11
2024-05-19,102,Kerosene,148.19,1745,3.33,24.7,Sunday,No,147.85
2024-05-20,102,Kerosene,147.55,1966,1.61,29.5,Monday,No,146.33
2024-05-21,102,Kerosene,149.84,2063,11.73,33.0,Tuesday,No,149.77
2024-05-22,102,Kerosene,152.42,1697,1.03,26.8,Wednesday,Yes,154.09
2024-05-23,102,Kerosene,152.0,1584,4.1,26.5,Thursday,No,152.44
2024-05-24,102,Kerosene,152.44,2107,3.39,25.5,Friday,No,151.21
2024-05-25,102,Kerosene,148.96,2857,0.51,28.0,Saturday,No,148.67
2024-05-26,102,Kerosene,151.32,1016,0.0,32.2,Sunday,No,149.87
2024-05-27,102,Kerosene,149.55,2185,1.77,29.7,Monday,No,148.05
2024-05-28,102,Kerosene,149.97,2320,2.74,30.2,Tuesday,No,149.29
2024-05-29,102,Kerosene,150.71,2045,0.09,26.5,Wednesday,No,150.13
2024-05-30,102,Kerosene,148.34,1629,0.0,31.2,Thursday,No,146.61
2024-05-31,102,Kerosene,147.43,2018,0.89,32.4,Friday,No,144.75
2024-06-01,102,Kerosene,149.9,1786,3.28,26.1,Saturday,No,148.86
2024-06-02,102,Kerosene,152.22,2341,2.55,31.8,Sunday,No,152.58
2024-06-03,102,Kerosene,149.08,2218,2.0,29.6,Monday,No,149.54
2024-06-04,102,Kerosene,150.45,1621,0.98,24.8,Tuesday,No,151.01
2024-06-05,102,Kerosene,149.74,1392,4.42,28.1,Wednesday,No,149.95
2024-06-06,102,Kerosene,150.98,2471,4.91,21.6,Thursday,No,149.11
2024-06-07,102,Kerosene,151.09,2470,1.97,34.6,Friday,No,151.61
2024-06-08,102,Kerosene,148.41,1524,8.08,28.9,Saturday,No,148.34
2024-06-09,102,Kerosene,149.23,1850,2.63,23.9,Sunday,No,149.2
2024-06-10,102,Kerosene,149.17,2352,3.42,31.3,Monday,No,147.62
2024-06-11,102,Kerosene,151.4,1833,4.96,33.7,Tuesday,No,150.49
2024-06-12,102,Kerosene,146.93,2243,1.26,30.5,Wednesday,No,147.85
2024-06-13,102,Kerosene,149.26,2183,7.65,35.9,Thursday,No,149.79
2024-06-14,102,Kerosene,151.56,2229,0.0,31.0,Friday,No,151.01
2024-06-15,102,Kerosene,152.35,1731,3.24,29.9,Saturday,Yes,152.52
2024-06-16,102,Kerosene,150.06,2738,7.23,29.2,Sunday,No,149.08
2024-06-17,102,Kerosene,150.22,1107,6.08,24.3,Monday,No,148.51
2024-06-18,102,Kerosene,148.33,2283,1.65,26.8,Tuesday,No,147.07
2024-06-19,102,Kerosene,148.04,2268,0.88,28.3,Wednesday,No,148.07
2024-06-20,102,Kerosene,150.58,2266,5.29,26.9,Thursday,No,149.44
2024-06-21,102,Kerosene,149.77,2432,2.14,28.5,Friday,No,151.38
2024-06-22,102,Kerosene,147.77,2678,0.0,29.3,Saturday,No,146.73
2024-06-23,102,Kerosene,149.5,2753,4.06,28.4,Sunday,No,148.63
2024-06-24,102,Kerosene,150.83,1776,7.79,28.7,Monday,Yes,149.1
2024-06-25,102,Kerosene,149.67,1319,1.01,25.1,Tuesday,No,148.41
2024-06-26,102,Kerosene,147.37,1857,0.0,23.7,Wednesday,No,147.51
2024-06-27,102,Kerosene,149.45,1735,0.82,22.4,Thursday,No,149.81
2024-06-28,102,Kerosene,151.09,1998,1.93,28.2,Friday,No,152.37
2024-06-29,102,Kerosene,150.34,1398,0.0,26.7,Saturday,No,150.48
2024-06-30,102,Kerosene,147.37,1885,4.45,23.7,Sunday,No,146.84
2024-07-01,102,Kerosene,150.6,1499,6.2,28.6,Monday,No,151.24
2024-07-02,102,Kerosene,149.69,903,0.0,30.6,Tuesday,No,149.11
2024-07-03,102,Kerosene,149.81,2338,1.27,31.5,Wednesday,No,150.18
2024-07-04,102,Kerosene,150.02,1150,0.0,27.0,Thursday,No,150.68
2024-07-05,102,Kerosene,149.83,1973,3.67,28.4,Friday,No,148.09
